ensembl_gene_id,mgi_symbol,chromosome_name,gene_biotype
ENSMUSG00000071866,Ppia,11,protein_coding
ENSMUSG00000071890,Mroh9,1,protein_coding
ENSMUSG00000071893,Vmn1r4,6,protein_coding
ENSMUSG00000071984,Fndc1,17,protein_coding
ENSMUSG00000072066,6720489N17Rik,13,protein_coding
ENSMUSG00000072082,Ccnf,17,protein_coding
ENSMUSG00000072115,Ang,14,protein_coding
ENSMUSG00000072214,Septin5,16,protein_coding
ENSMUSG00000072235,Tuba1a,15,protein_coding
ENSMUSG00000072244,Trim6,7,protein_coding
ENSMUSG00000072258,Taf1a,1,protein_coding
ENSMUSG00000072294,Klf12,14,protein_coding
ENSMUSG00000072381,Gm10355,3,processed_pseudogene
ENSMUSG00000072387,Gm10356,3,processed_pseudogene
ENSMUSG00000072437,Nanos1,19,protein_coding
ENSMUSG00000072460,Atp5l-ps1,7,processed_pseudogene
ENSMUSG00000072476,Gm9008,6,protein_coding
ENSMUSG00000072487,Mroh5,15,protein_coding
ENSMUSG00000072494,Ppp1r3e,14,protein_coding
ENSMUSG00000072501,Phf20l1,15,protein_coding
ENSMUSG00000072511,Hhla1,15,protein_coding
ENSMUSG00000072553,Gm525,11,protein_coding
ENSMUSG00000072568,Lratd2,15,protein_coding
ENSMUSG00000072571,Tmem253,14,protein_coding
ENSMUSG00000072572,Slc39a2,14,protein_coding
ENSMUSG00000072582,Ptrh2,11,protein_coding
ENSMUSG00000072589,Gm10371,14,antisense
ENSMUSG00000072592,Gm10373,15,lincRNA
ENSMUSG00000072596,Ear2,14,protein_coding
ENSMUSG00000072601,Ear1,14,protein_coding
ENSMUSG00000072612,Gm10382,5,antisense
ENSMUSG00000072618,Gm10384,15,lincRNA
ENSMUSG00000072620,Slfn2,11,protein_coding
ENSMUSG00000072621,Slfn10-ps,11,transcribed_unprocessed_pseudogene
ENSMUSG00000072623,Zfp9,6,protein_coding
ENSMUSG00000072640,Lyrm9,11,protein_coding
ENSMUSG00000072647,Adam1a,5,protein_coding
ENSMUSG00000072653,Zfp783,6,transcribed_unprocessed_pseudogene
ENSMUSG00000072660,Gm6288,6,antisense
ENSMUSG00000072662,Mansc4,6,protein_coding
ENSMUSG00000072663,Spef2,15,protein_coding
ENSMUSG00000072676,Tmem254a,14,protein_coding
ENSMUSG00000072679,D6Ertd474e,6,lincRNA
ENSMUSG00000072688,Gm10399,5,antisense
ENSMUSG00000072692,Rpl37rt,5,transcribed_processed_pseudogene
ENSMUSG00000072694,1500011B03Rik,5,protein_coding
ENSMUSG00000072704,Smim10l1,6,protein_coding
ENSMUSG00000072720,Myo18b,5,protein_coding
ENSMUSG00000072723,Gm10044,14,transcribed_unprocessed_pseudogene
ENSMUSG00000072761,Gm6712,17,lincRNA
ENSMUSG00000072762,4930522L14Rik,5,protein_coding
ENSMUSG00000072763,5430403G16Rik,5,protein_coding
ENSMUSG00000072769,Gm10419,5,lincRNA
ENSMUSG00000072770,Acrbp,6,protein_coding
ENSMUSG00000072772,Grcc10,6,protein_coding
ENSMUSG00000072774,Zfp951,5,protein_coding
ENSMUSG00000072789,Gm10420,6,processed_pseudogene
ENSMUSG00000072809,9330160F10Rik,11,antisense
ENSMUSG00000072825,Cep170b,12,protein_coding
ENSMUSG00000072844,G530011O06Rik,X,processed_transcript
ENSMUSG00000072845,Tmprss11a,5,protein_coding
ENSMUSG00000072847,A530017D24Rik,11,lincRNA
ENSMUSG00000072849,Serpina1e,12,protein_coding
ENSMUSG00000072852,2310040G07Rik,5,transcribed_unprocessed_pseudogene
ENSMUSG00000072872,Rybp,6,protein_coding
ENSMUSG00000072875,Gpr27,6,protein_coding
ENSMUSG00000072889,Nfxl1,5,protein_coding
ENSMUSG00000072893,4933439C10Rik,11,processed_transcript
ENSMUSG00000072915,Gm12258,11,protein_coding
ENSMUSG00000072919,Noxred1,12,protein_coding
ENSMUSG00000072940,Gm10443,6,processed_pseudogene
ENSMUSG00000072941,Sod3,5,protein_coding
ENSMUSG00000072946,Ptgr2,12,protein_coding
ENSMUSG00000072949,Acot1,12,protein_coding
ENSMUSG00000072952,Gm5878,6,lincRNA
ENSMUSG00000072964,Bhlhb9,X,protein_coding
ENSMUSG00000072966,Gprasp2,X,protein_coding
ENSMUSG00000072969,Armcx5,X,protein_coding
ENSMUSG00000072972,Adam4,12,protein_coding
ENSMUSG00000072974,Gm4787,12,protein_coding
ENSMUSG00000072978,Gm5830,1,processed_pseudogene
ENSMUSG00000072980,Oip5,2,protein_coding
ENSMUSG00000073000,Gm10451,12,lincRNA
ENSMUSG00000073002,Vamp5,6,protein_coding
ENSMUSG00000073010,Gm5127,X,protein_coding
ENSMUSG00000073016,Uprt,X,protein_coding
ENSMUSG00000073045,Gm5570,6,lincRNA
ENSMUSG00000073062,Zxdb,X,protein_coding
ENSMUSG00000073063,Hbq1b,11,protein_coding
ENSMUSG00000073067,9130019P16Rik,6,processed_transcript
ENSMUSG00000073073,Gm8098,11,processed_transcript
ENSMUSG00000073077,Cfap47,X,protein_coding
ENSMUSG00000073079,Srp54a,12,protein_coding
ENSMUSG00000073094,Smim9,X,protein_coding
ENSMUSG00000073096,Lrrc61,6,protein_coding
ENSMUSG00000073102,Drc1,5,protein_coding
ENSMUSG00000073125,Xlr3b,X,protein_coding
ENSMUSG00000073130,Gm1141,X,protein_coding
ENSMUSG00000073131,Vma21,X,protein_coding
ENSMUSG00000073139,Tmem185a,X,protein_coding
ENSMUSG00000073144,4930599N23Rik,6,antisense
ENSMUSG00000073147,5031425E22Rik,5,lincRNA
ENSMUSG00000073154,9330158H04Rik,6,lincRNA
ENSMUSG00000073155,1810058I24Rik,6,protein_coding
ENSMUSG00000073158,9030624G23Rik,12,protein_coding
ENSMUSG00000073164,2410018L13Rik,12,lincRNA
ENSMUSG00000073176,Zfp449,X,protein_coding
ENSMUSG00000073179,Gm10478,12,pseudogene
ENSMUSG00000073197,5730507C01Rik,12,protein_coding
ENSMUSG00000073198,Bnip3l-ps,12,transcribed_processed_pseudogene
ENSMUSG00000073207,Ccdc160,X,protein_coding
ENSMUSG00000073236,2500004C02Rik,2,processed_transcript
ENSMUSG00000073274,Gm14636,X,processed_transcript
ENSMUSG00000073293,Nudt10,X,protein_coding
ENSMUSG00000073295,Nudt11,X,protein_coding
ENSMUSG00000073374,C030034I22Rik,17,lincRNA
ENSMUSG00000073400,Trim10,17,protein_coding
ENSMUSG00000073407,Gm6034,17,protein_coding
ENSMUSG00000073409,H2-Q6,17,protein_coding
ENSMUSG00000073411,H2-D1,17,protein_coding
ENSMUSG00000073412,Lst1,17,protein_coding
ENSMUSG00000073413,Ly6g6d,17,protein_coding
ENSMUSG00000073415,Gm10501,17,antisense
ENSMUSG00000073418,C4b,17,protein_coding
ENSMUSG00000073421,H2-Ab1,17,protein_coding
ENSMUSG00000073422,H2-Ke6,17,protein_coding
ENSMUSG00000073423,Zfp414,17,protein_coding
ENSMUSG00000073424,Cyp4f15,17,protein_coding
ENSMUSG00000073427,Gm4924,10,protein_coding
ENSMUSG00000073433,Arhgdig,17,protein_coding
ENSMUSG00000073434,Wdr90,17,protein_coding
ENSMUSG00000073435,Nme3,17,protein_coding
ENSMUSG00000073436,Eme2,17,protein_coding
ENSMUSG00000073437,D330041H03Rik,17,processed_transcript
ENSMUSG00000073460,Pnldc1,17,protein_coding
ENSMUSG00000073468,Sft2d1,17,protein_coding
ENSMUSG00000073471,Rsph3a,17,protein_coding
ENSMUSG00000073478,D730003I15Rik,1,lincRNA
ENSMUSG00000073481,Mtarc2,1,protein_coding
ENSMUSG00000073489,Ifi204,1,protein_coding
ENSMUSG00000073490,Ifi207,1,protein_coding
ENSMUSG00000073491,Ifi213,1,protein_coding
ENSMUSG00000073494,Sh2d1b2,1,protein_coding
ENSMUSG00000073514,Dok6,18,protein_coding
ENSMUSG00000073530,Pappa2,1,protein_coding
ENSMUSG00000073535,Gm5532,1,lincRNA
ENSMUSG00000073538,E330020D12Rik,1,processed_transcript
ENSMUSG00000073542,Cep76,18,protein_coding
ENSMUSG00000073555,Gm4951,18,protein_coding
ENSMUSG00000073557,Ppp1r12b,1,protein_coding
ENSMUSG00000073563,Csnk1g3,18,protein_coding
ENSMUSG00000073565,Prr16,18,protein_coding
ENSMUSG00000073590,3222401L13Rik,18,lincRNA
ENSMUSG00000073591,Pcdhb22,18,protein_coding
ENSMUSG00000073598,1700066B19Rik,18,protein_coding
ENSMUSG00000073599,Ecscr,18,protein_coding
ENSMUSG00000073600,Prob1,18,protein_coding
ENSMUSG00000073602,Serpinb3b,1,protein_coding
ENSMUSG00000073607,Gm10548,18,transcribed_processed_pseudogene
ENSMUSG00000073609,D2hgdh,1,protein_coding
ENSMUSG00000073616,Cops9,1,protein_coding
ENSMUSG00000073627,C130036L24Rik,1,processed_transcript
ENSMUSG00000073633,Fbxo36,1,protein_coding
ENSMUSG00000073639,Rab18,18,protein_coding
ENSMUSG00000073640,Rpl27-ps3,18,processed_pseudogene
ENSMUSG00000073643,Wdfy1,1,protein_coding
ENSMUSG00000073647,Gm10557,18,processed_pseudogene
ENSMUSG00000073652,Apol7d,1,antisense
ENSMUSG00000073664,Nbeal1,1,protein_coding
ENSMUSG00000073676,Hspe1,1,protein_coding
ENSMUSG00000073678,Pgap1,1,protein_coding
ENSMUSG00000073680,Tmem88b,4,protein_coding
ENSMUSG00000073682,Gm10563,4,protein_coding
ENSMUSG00000073684,Faap20,4,protein_coding
ENSMUSG00000073700,Klhl21,4,protein_coding
ENSMUSG00000073702,Rpl31,1,protein_coding
ENSMUSG00000073705,Cenps,4,protein_coding
ENSMUSG00000073716,Gm13241,4,processed_pseudogene
ENSMUSG00000073725,Lmbrd1,1,protein_coding
ENSMUSG00000073728,Tmem51os1,4,antisense
ENSMUSG00000073733,Cplane2,4,protein_coding
ENSMUSG00000073739,Gm16287,4,antisense
ENSMUSG00000073752,Gm10570,4,antisense
ENSMUSG00000073753,Gm10571,4,pseudogene
ENSMUSG00000073755,5730409E04Rik,4,protein_coding
ENSMUSG00000073758,Sh3d21,4,protein_coding
ENSMUSG00000073771,Btbd19,4,protein_coding
ENSMUSG00000073775,Kti12,4,protein_coding
ENSMUSG00000073778,Faddos,7,antisense
ENSMUSG00000073781,Gm6471,7,lincRNA
ENSMUSG00000073787,Gm10575,7,processed_transcript
ENSMUSG00000073791,Efcab7,4,protein_coding
ENSMUSG00000073792,Alg6,4,protein_coding
ENSMUSG00000073802,Cdkn2b,4,protein_coding
ENSMUSG00000073804,Nps,7,protein_coding
ENSMUSG00000073805,Insyn2a,7,protein_coding
ENSMUSG00000073821,8030451A03Rik,4,processed_transcript
ENSMUSG00000073834,Mup11,4,protein_coding
ENSMUSG00000073838,Tufm,7,protein_coding
ENSMUSG00000073842,Mup7,4,protein_coding
ENSMUSG00000073856,Iqck,7,protein_coding
ENSMUSG00000073867,AA474408,7,TEC
ENSMUSG00000073877,Gm13306,4,protein_coding
ENSMUSG00000073888,Ccl27a,4,protein_coding
ENSMUSG00000073889,Il11ra1,4,protein_coding
ENSMUSG00000073902,Gm1966,7,unprocessed_pseudogene
ENSMUSG00000073910,Mob3b,4,protein_coding
ENSMUSG00000073940,Hbb-bt,7,protein_coding
ENSMUSG00000073968,Trim68,7,protein_coding
ENSMUSG00000073982,Rhog,7,protein_coding
ENSMUSG00000073985,Gm10602,7,antisense
ENSMUSG00000073987,Ggh,4,protein_coding
ENSMUSG00000073988,Ttpa,4,protein_coding
ENSMUSG00000073991,Cnbd1,4,protein_coding
ENSMUSG00000074001,Klhl40,9,protein_coding
ENSMUSG00000074024,4632427E13Rik,7,bidirectional_promoter_lncRNA
ENSMUSG00000074030,Exoc8,8,protein_coding
ENSMUSG00000074034,Gm5921,9,processed_pseudogene
ENSMUSG00000074039,4930520O04Rik,9,processed_transcript
ENSMUSG00000074063,Osgin1,8,protein_coding
ENSMUSG00000074064,Mlycd,8,protein_coding
ENSMUSG00000074065,Gm10617,8,pseudogene
ENSMUSG00000074071,Fam169b,7,protein_coding
ENSMUSG00000074088,Snrnp40,4,protein_coding
ENSMUSG00000074092,Gm6181,7,processed_pseudogene
ENSMUSG00000074093,Svip,7,protein_coding
ENSMUSG00000074102,Rbm15b,9,protein_coding
ENSMUSG00000074129,Rpl13a,7,protein_coding
ENSMUSG00000074141,Il4i1,7,protein_coding
ENSMUSG00000074146,4930579C12Rik,9,lincRNA
ENSMUSG00000074149,Gm10634,9,antisense
ENSMUSG00000074151,Nlrc5,8,protein_coding
ENSMUSG00000074158,Zfp976,7,protein_coding
ENSMUSG00000074164,Vmn2r-ps54,7,transcribed_unprocessed_pseudogene
ENSMUSG00000074165,Zfp788,7,protein_coding
ENSMUSG00000074166,AW146154,7,protein_coding
ENSMUSG00000074170,Plekhf1,7,protein_coding
ENSMUSG00000074171,Gm6658,8,TEC
ENSMUSG00000074178,Gm10638,8,antisense
ENSMUSG00000074182,Znhit6,3,protein_coding
ENSMUSG00000074194,Zfp791,8,protein_coding
ENSMUSG00000074195,Clca4b,3,protein_coding
ENSMUSG00000074199,Krtdap,7,protein_coding
ENSMUSG00000074203,G430095P16Rik,8,protein_coding
ENSMUSG00000074207,Adh1,3,protein_coding
ENSMUSG00000074211,Sdhaf1,7,protein_coding
ENSMUSG00000074212,Dnajb14,3,protein_coding
ENSMUSG00000074213,Gm10642,9,antisense
ENSMUSG00000074215,Gm10643,8,protein_coding
ENSMUSG00000074218,Cox7a1,7,protein_coding
ENSMUSG00000074219,Gm10644,8,bidirectional_promoter_lncRNA
ENSMUSG00000074220,Zfp382,7,protein_coding
ENSMUSG00000074221,Zfp568,7,protein_coding
ENSMUSG00000074224,4932431P20Rik,7,transcribed_unitary_pseudogene
ENSMUSG00000074227,Spint2,7,protein_coding
ENSMUSG00000074228,Gm10645,8,TEC
ENSMUSG00000074235,Gm10649,8,bidirectional_promoter_lncRNA
ENSMUSG00000074238,Ap1ar,3,protein_coding
ENSMUSG00000074247,Dda1,8,protein_coding
ENSMUSG00000074250,Gm10653,9,transcribed_processed_pseudogene
ENSMUSG00000074259,Gramd2,9,protein_coding
ENSMUSG00000074264,Amy1,3,protein_coding
ENSMUSG00000074269,Rec114,9,protein_coding
ENSMUSG00000074272,Ceacam1,7,protein_coding
ENSMUSG00000074277,Phldb3,7,protein_coding
ENSMUSG00000074280,Gm6166,9,processed_pseudogene
ENSMUSG00000074282,Zfp94,7,protein_coding
ENSMUSG00000074283,Zfp109,7,protein_coding
ENSMUSG00000074284,Gm10658,9,antisense
ENSMUSG00000074300,Smim31,8,protein_coding
ENSMUSG00000074305,Peak1,9,protein_coding
ENSMUSG00000074340,Ovgp1,3,protein_coding
ENSMUSG00000074342,I830077J02Rik,3,protein_coding
ENSMUSG00000074344,Tmigd3,3,protein_coding
ENSMUSG00000074345,Tnfaip8l3,9,protein_coding
ENSMUSG00000074346,Kcnd3os,3,antisense
ENSMUSG00000074354,Arhgap20os,9,antisense
ENSMUSG00000074357,AA386476,8,bidirectional_promoter_lncRNA
ENSMUSG00000074358,Ccdc61,7,protein_coding
ENSMUSG00000074361,C5ar2,7,protein_coding
ENSMUSG00000074364,Ehd2,7,protein_coding
ENSMUSG00000074384,AI429214,8,protein_coding
ENSMUSG00000074388,Gm5544,3,lincRNA
ENSMUSG00000074398,Gm15441,3,antisense
ENSMUSG00000074405,Zfp865,7,protein_coding
ENSMUSG00000074406,Zfp628,7,protein_coding
ENSMUSG00000074412,Gm10689,8,processed_pseudogene
ENSMUSG00000074415,Mir100hg,9,processed_transcript
ENSMUSG00000074449,Gm15319,8,protein_coding
ENSMUSG00000074452,Pate2,9,protein_coding
ENSMUSG00000074457,S100a16,3,protein_coding
ENSMUSG00000074461,Gm10699,8,TEC
ENSMUSG00000074466,Gm15417,3,antisense
ENSMUSG00000074469,Gm15348,8,lincRNA
ENSMUSG00000074472,Zfp872,9,protein_coding
ENSMUSG00000074476,Spc24,9,protein_coding
ENSMUSG00000074480,Mex3a,3,protein_coding
ENSMUSG00000074482,Gm16589,8,processed_pseudogene
ENSMUSG00000074500,Zfp558,9,protein_coding
ENSMUSG00000074505,Fat3,9,protein_coding
ENSMUSG00000074506,Gm10705,3,processed_pseudogene
ENSMUSG00000074513,Arfip1,3,protein_coding
ENSMUSG00000074516,Gm10709,9,processed_pseudogene
ENSMUSG00000074519,Zfp971,2,protein_coding
ENSMUSG00000074521,Gm14327,2,protein_coding
ENSMUSG00000074527,Gm14296,2,protein_coding
ENSMUSG00000074529,Zfp972,2,protein_coding
ENSMUSG00000074547,Rps8-ps4,7,processed_pseudogene
ENSMUSG00000074553,Eif1-ps1,14,processed_pseudogene
ENSMUSG00000074564,Gm10720,9,protein_coding
ENSMUSG00000074570,Cass4,2,protein_coding
ENSMUSG00000074576,Mocs3,2,protein_coding
ENSMUSG00000074578,Zfas1,2,processed_transcript
ENSMUSG00000074579,Lekr1,3,protein_coding
ENSMUSG00000074580,4931440P22Rik,3,transcribed_processed_pseudogene
ENSMUSG00000074582,Arfgef2,2,protein_coding
ENSMUSG00000074589,4930449A18Rik,3,transcribed_unprocessed_pseudogene
ENSMUSG00000074591,Ankub1,3,protein_coding
ENSMUSG00000074604,Mgst2,3,protein_coding
ENSMUSG00000074607,Tox2,2,protein_coding
ENSMUSG00000074622,Mafb,2,protein_coding
ENSMUSG00000074623,Gm826,2,protein_coding
ENSMUSG00000074627,Mroh8,2,protein_coding
ENSMUSG00000074629,4930518I15Rik,2,TEC
ENSMUSG00000074634,Tmem267,13,protein_coding
ENSMUSG00000074635,3110070M22Rik,13,antisense
ENSMUSG00000074643,Cpne1,2,protein_coding
ENSMUSG00000074646,6430550D23Rik,2,protein_coding
ENSMUSG00000074647,Fam83c,2,protein_coding
ENSMUSG00000074649,BC029722,2,protein_coding
ENSMUSG00000074650,Gm10735,13,TEC
ENSMUSG00000074652,Myh7b,2,protein_coding
ENSMUSG00000074655,Gm1527,3,protein_coding
ENSMUSG00000074656,Eif2s2,2,protein_coding
ENSMUSG00000074657,Kif5a,10,protein_coding
ENSMUSG00000074671,Tspyl3,2,protein_coding
ENSMUSG00000074673,Ttll9,2,protein_coding
ENSMUSG00000074676,Foxs1,2,protein_coding
ENSMUSG00000074678,Defb25,2,protein_coding
ENSMUSG00000074682,Zcchc3,2,protein_coding
ENSMUSG00000074698,Csnk2a1,2,protein_coding
ENSMUSG00000074715,Ccl28,13,protein_coding
ENSMUSG00000074733,Zfp950,19,protein_coding
ENSMUSG00000074736,Syndig1,2,protein_coding
ENSMUSG00000074738,Fndc10,4,protein_coding
ENSMUSG00000074743,Thbd,2,protein_coding
ENSMUSG00000074746,Pdzd8,19,protein_coding
ENSMUSG00000074748,Atxn7l3b,10,protein_coding
ENSMUSG00000074749,Kiz,2,protein_coding
ENSMUSG00000074753,Gm14092,2,antisense
ENSMUSG00000074754,Smim26,2,protein_coding
ENSMUSG00000074758,Gm5535,2,lincRNA
ENSMUSG00000074764,Sel1l2,2,protein_coding
ENSMUSG00000074766,Ism1,2,protein_coding
ENSMUSG00000074768,Bhmt,13,protein_coding
ENSMUSG00000074771,Ankef1,2,protein_coding
ENSMUSG00000074776,Gm10754,10,lincRNA
ENSMUSG00000074781,Ube2n,10,protein_coding
ENSMUSG00000074782,4833422C13Rik,13,antisense
ENSMUSG00000074783,AU019990,2,lincRNA
ENSMUSG00000074785,Plxnc1,10,protein_coding
ENSMUSG00000074793,Hspa12b,2,protein_coding
ENSMUSG00000074794,Arrdc3,13,protein_coding
ENSMUSG00000074797,Itpa,2,protein_coding
ENSMUSG00000074800,Gm4149,13,processed_pseudogene
ENSMUSG00000074802,Gas2l3,10,protein_coding
ENSMUSG00000074807,Gm10762,2,antisense
ENSMUSG00000074811,Hps6,19,protein_coding
ENSMUSG00000074813,Morrbid,2,lincRNA
ENSMUSG00000074817,Papolb,5,protein_coding
ENSMUSG00000074818,Pdzd7,19,protein_coding
ENSMUSG00000074824,Rslcan18,13,protein_coding
ENSMUSG00000074825,Itpripl1,2,protein_coding
ENSMUSG00000074826,Gm10767,13,protein_coding
ENSMUSG00000074829,2010315B03Rik,9,protein_coding
ENSMUSG00000074852,Hpse2,19,protein_coding
ENSMUSG00000074862,BC025920,10,protein_coding
ENSMUSG00000074863,Platr25,13,protein_coding
ENSMUSG00000074865,Zfp934,13,protein_coding
ENSMUSG00000074867,Zfp808,13,protein_coding
ENSMUSG00000074884,Serf2,2,protein_coding
ENSMUSG00000074886,Grk6,13,protein_coding
ENSMUSG00000074890,Lcmt2,2,protein_coding
ENSMUSG00000074892,B3galt5,16,protein_coding
ENSMUSG00000074896,Ifit3,19,protein_coding
ENSMUSG00000074899,Sptbn5,2,protein_coding
ENSMUSG00000074903,Gm2058,7,processed_pseudogene
ENSMUSG00000074909,Ranbp6,19,protein_coding
ENSMUSG00000074916,Chst14,2,protein_coding
ENSMUSG00000074918,Inafm2,2,protein_coding
ENSMUSG00000074922,Fam122a,19,protein_coding
ENSMUSG00000074923,Pak6,2,protein_coding
ENSMUSG00000074925,Ptar1,19,protein_coding
ENSMUSG00000074930,Gm13981,2,processed_pseudogene
ENSMUSG00000074934,Grem1,2,protein_coding
ENSMUSG00000074968,Ano3,2,protein_coding
ENSMUSG00000074971,Fibin,2,protein_coding
ENSMUSG00000074981,Dcdc5,2,transcribed_unitary_pseudogene
ENSMUSG00000074987,Wt1os,2,antisense
ENSMUSG00000074994,Qser1,2,protein_coding
ENSMUSG00000075000,Nrbf2,10,protein_coding
ENSMUSG00000075010,AW112010,19,lincRNA
ENSMUSG00000075012,Fjx1,2,protein_coding
ENSMUSG00000075014,Gm10800,2,protein_coding
ENSMUSG00000075015,Gm10801,2,protein_coding
ENSMUSG00000075020,Mir670hg,2,lincRNA
ENSMUSG00000075023,Accsl,2,protein_coding
ENSMUSG00000075027,4631405J19Rik,2,antisense
ENSMUSG00000075028,Prdm11,2,protein_coding
ENSMUSG00000075033,Nxpe3,16,protein_coding
ENSMUSG00000075040,Zfp408,2,protein_coding
ENSMUSG00000075053,Vdac3-ps1,13,unprocessed_pseudogene
ENSMUSG00000075054,Yae1d1,13,protein_coding
ENSMUSG00000075070,4932412D23Rik,16,lincRNA
ENSMUSG00000075122,Cd80,16,protein_coding
ENSMUSG00000075184,F930017D23Rik,10,lincRNA
ENSMUSG00000075224,Lrrc55,2,protein_coding
ENSMUSG00000075225,Ccdc162,10,protein_coding
ENSMUSG00000075227,Znhit2,19,protein_coding
ENSMUSG00000075229,Ccdc58,16,protein_coding
ENSMUSG00000075232,Amd1,10,protein_coding
ENSMUSG00000075254,Heg1,16,protein_coding
ENSMUSG00000075256,Cerkl,2,protein_coding
ENSMUSG00000075266,Cenpw,10,protein_coding
ENSMUSG00000075268,Gm10819,19,processed_pseudogene
ENSMUSG00000075270,Pde11a,2,protein_coding
ENSMUSG00000075271,Ttc30a1,2,protein_coding
ENSMUSG00000075273,Ttc30b,2,protein_coding
ENSMUSG00000075276,Gm13653,2,processed_pseudogene
ENSMUSG00000075279,Mrpl23-ps1,2,processed_pseudogene
ENSMUSG00000075284,Wipf1,2,protein_coding
ENSMUSG00000075289,Carns1,19,protein_coding
ENSMUSG00000075296,Aldh3b2,19,protein_coding
ENSMUSG00000075307,Klhl41,2,protein_coding
ENSMUSG00000075316,Scn9a,2,protein_coding
ENSMUSG00000075318,Scn2a,2,protein_coding
ENSMUSG00000075324,Fign,2,protein_coding
ENSMUSG00000075327,Zbtb2,10,protein_coding
ENSMUSG00000075335,4930588K23Rik,16,lincRNA
ENSMUSG00000075359,Gm20775,Y,unprocessed_pseudogene
ENSMUSG00000075376,Rc3h2,2,protein_coding
ENSMUSG00000075389,2810410L24Rik,11,processed_transcript
ENSMUSG00000075391,Glo1-ps,2,processed_pseudogene
ENSMUSG00000075394,Hoxc4,15,protein_coding
ENSMUSG00000075395,A630010A05Rik,16,protein_coding
ENSMUSG00000075410,Prcd,11,protein_coding
ENSMUSG00000075415,Fnbp1,2,protein_coding
ENSMUSG00000075416,Gm14488,2,processed_transcript
ENSMUSG00000075419,Dolk,2,protein_coding
ENSMUSG00000075420,Smim6,11,protein_coding
ENSMUSG00000075463,4930594M22Rik,14,processed_transcript
ENSMUSG00000075467,Dnlz,2,protein_coding
ENSMUSG00000075470,Alg10b,15,protein_coding
ENSMUSG00000075486,Commd6,14,protein_coding
ENSMUSG00000075511,1700001L05Rik,15,lincRNA
ENSMUSG00000075514,Gm13375,2,antisense
ENSMUSG00000075520,Malrd1,2,protein_coding
ENSMUSG00000075528,Aarsd1,11,protein_coding
ENSMUSG00000075534,Gm13262,2,antisense
ENSMUSG00000075538,Gm10855,2,sense_intronic
ENSMUSG00000075549,Gm6878,14,antisense
ENSMUSG00000075553,Gm5464,14,lincRNA
ENSMUSG00000075555,Gm10863,15,processed_transcript
ENSMUSG00000075569,Rsph10b,5,protein_coding
ENSMUSG00000075576,Gm12359,11,antisense
ENSMUSG00000075581,Gm16409,14,processed_pseudogene
ENSMUSG00000075585,6330403L08Rik,5,antisense
ENSMUSG00000075588,Hoxb2,11,protein_coding
ENSMUSG00000075589,Gm11536,11,antisense
ENSMUSG00000075590,Nrbp2,15,protein_coding
ENSMUSG00000075592,Nynrin,14,protein_coding
ENSMUSG00000075593,Gal3st4,5,protein_coding
ENSMUSG00000075595,Zfp652,11,protein_coding
ENSMUSG00000075600,Zc3h3,15,protein_coding
ENSMUSG00000075602,Ly6a,15,protein_coding
ENSMUSG00000075605,Slurp2,15,protein_coding
ENSMUSG00000075700,Selenot,3,protein_coding
ENSMUSG00000075701,Selenos,7,protein_coding
ENSMUSG00000075702,Selenom,11,protein_coding
ENSMUSG00000075703,Selenoi,5,protein_coding
ENSMUSG00000075704,Txnrd2,16,protein_coding
ENSMUSG00000075705,Msrb1,17,protein_coding
ENSMUSG00000075706,Gpx4,10,protein_coding
ENSMUSG00000076218,Mir692-1,17,miRNA
ENSMUSG00000076431,Sox4,13,protein_coding
ENSMUSG00000076432,Ywhaq,12,protein_coding
ENSMUSG00000076433,Cep295nl,11,protein_coding
ENSMUSG00000076435,Acsf2,11,protein_coding
ENSMUSG00000076437,Selenoh,2,protein_coding
ENSMUSG00000076441,Ass1,2,protein_coding
ENSMUSG00000076490,Trbc1,6,TR_C_gene
ENSMUSG00000076498,Trbc2,6,TR_C_gene
ENSMUSG00000076609,Igkc,6,IG_C_gene
ENSMUSG00000076617,Ighm,12,IG_C_gene
ENSMUSG00000076749,Trgc1,13,TR_C_gene
ENSMUSG00000076928,Trac,14,TR_C_gene
ENSMUSG00000076937,Iglc2,16,IG_C_gene
ENSMUSG00000077391,Gm24336,19,snoRNA
ENSMUSG00000077450,Rab11b,17,protein_coding
ENSMUSG00000077505,Gm24233,12,snoRNA
ENSMUSG00000077758,Gm23527,6,snoRNA
ENSMUSG00000078117,Gm16485,9,TEC
ENSMUSG00000078122,F630028O10Rik,X,antisense
ENSMUSG00000078125,Gm10916,14,processed_pseudogene
ENSMUSG00000078126,Rpl23a-ps3,14,processed_pseudogene
ENSMUSG00000078134,Srsf3-ps,11,processed_pseudogene
ENSMUSG00000078139,AK157302,13,protein_coding
ENSMUSG00000078143,Gm17344,8,antisense
ENSMUSG00000078153,Psme2b,11,protein_coding
ENSMUSG00000078154,Gm12184,11,protein_coding
ENSMUSG00000078157,Fem1al,11,protein_coding
ENSMUSG00000078161,Erich3,3,protein_coding
ENSMUSG00000078162,Gm2574,3,processed_pseudogene
ENSMUSG00000078180,Gm20900,13,processed_pseudogene
ENSMUSG00000078184,Rbm8a2,1,protein_coding
ENSMUSG00000078185,Chml,1,protein_coding
ENSMUSG00000078190,Dnm3os,1,antisense
ENSMUSG00000078193,Gm2000,1,protein_coding
ENSMUSG00000078197,Gm17374,2,protein_coding
